id	navi	ipa	infixes	partOfSpeech	source	stressed	syllables	infixDots	de	en	et	fr	hu	nl	pl	ru	sv
2460	tspang	t͡sp·aŋ	tsp<0><1><2>ang	vtr.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	tspang	tsp..ang	töten, umbringen	kill	tapma	tuer	öl, gyilkol	doden	zabijać	убивать, лишать жизни	döda
2464	tsranten	ˈt͡sɾ·an.t·ɛn	tsr<0><1>ant<2>en	vin.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	tsran-ten	tsr.ant.en	bedeuten, von Bedeutung sein, ausmachen	matter, be of importance	tähtis olema, lugema	importer (avoir de l'importance)	számít, fontos	van belang zijn	liczyć się, być istotnym	иметь значение, значить, быть значимым	spela roll, vara av värde
2468	tstew	t͡stɛw	NULL	adj.	Taronyu's Dictionary 9.656 < Frommer	1	tstew	NULL	tapfer, mutig	brave	vapper (inimeste kohta)	brave | courageux	bátor	dapper	odważny	мужественный, отважный, смелый, храбрый	modig
2472	tstxo	t͡st'o	NULL	n.	Frommer http://wiki.learnnavi.org/index.php?title=Canon#Reflexives_and_Naming	1	tstxo	NULL	Name	name	nimi	nom	név	naam	imię, nazwisko, nazwa	имя	namn
2476	tsun	t͡s·un	ts<0><1><2>un	vim.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	tsun	ts..un	können, in der Lage sein	can, be able	võima, suutma	pouvoir (être capable de )	tud, képes	kunnen	móc, być w stanie	мочь, быть в состоянии, быть способным	kan, kunna
2484	tswayon	ˈt͡sw·aj.·on	tsw<0><1>ay<2>on	vin.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	tsway-on	tsw.ay.on	fliegen	fly	lendama	voler (dans le sens 'voler dans le ciel')	repül	vliegen	lecieć	лететь	flyga
2488	tsyal	t͡sjal	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	tsyal	NULL	Flügel, Schwinge	wing	tiib	aile	szárny	vleugel	skrzydło	крыло	vinge
2492	tsyo	t͡sjo	NULL	n.	http://forum.learnnavi.org/language-updates/yom-ko!/ (02 Apr 2010)	1	tsyo	NULL	Mehl, Pulver	flour	jahu	farine	liszt	meel	mąka	мук\\'а	mjöl
2496	tsyorina'wll	t͡sjo.ɾi.ˈnaʔ.wḷ	NULL	n.	http://forum.learnnavi.org/language-updates/ewll/ (4 Jul 2010)	3	tsyo-ri-na'-wll	NULL	Palmfarn, Mehlsamenpflanze, pseudocycas altissima	cycad, flour seed plant	Seemnepuu (cycad)	Cycad | [Pseudocycas altissima]	cycad, lisztmag növény (pandorai növényfaj)	cycade, meelzadenplant	pseudocycas altissima, sagowiec	цикада, растение из семени которого добывают муку	mjölfröväxt
2500	txan	t'an	NULL	adj.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txan	NULL	viel(e), groß (Anzahl)	much	palju, suur hulk (koguse kohta)	plein | beaucoup	sok	veel	duży	большой, сильный, обильный, многочисленный	mycket, många (i kvantitet)
2504	txantsan	ˈt'an.t͡san	NULL	adj.	NULL	1	txan-tsan	NULL	ausgezeichnet, exzellent, hervorragend	excellent	oivaline, suurepärane	excellent | génial | super	kitűnő	geweldig, uitstekend	wspaniały	превосходный, великолепный	utmärkt
2508	txantslusam	ˈt'an.t͡slu.sam	NULL	adj.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txan-tslu-sam	NULL	weise, klug	wise	tark	sage	bölcs	wijs	mądry	мудрый	vis
2512	txe'lan	t'ɛʔ.ˈlan	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	2	txe'-lan	NULL	Herz	heart	süda	coeur	szív	hart	serce	сердце	hjärta
2516	txele	ˈt'ɛ.lɛ	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txe-le	NULL	Thema, Angelegenheit, Bewandtnis, Sache	matter (subject)	teema	matière (sujet)	lényeg	zaak	problem (zagadnienie)	предмет (обсуждения или разговора)	ärende, sak
2520	txen	t'ɛn	NULL	adj.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txen	NULL	wach, munter	awake	ärkvel, virge	éveillé	éber	wakker	przebudzony, czuwający	бодрствующий, не спящий, проснувшийся	vaken
2524	txep	t'ɛp̚	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txep	NULL	Feuer, Brand	fire	tuli	feu	tűz	vuur	ogień	огонь, пламя	eld
2528	txewk	t'ɛwk̚	NULL	n.	Taronyu's Dictionary 9.665 < Frommer	1	txewk	NULL	Schläger, Knüppel, Keule	club (weapon)	kaigas	bâton | massue (arme)	bunkósbot (fegyver)	knuppel (wapen)	pałka, maczuga	дубина (оружие)	klubba (vapen)
2532	txey	t'·ɛj	tx<0><1><2>ey	v.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txey	tx..ey	anhalten, stoppen, unterbrechen, rasten	halt	peatama, kinni pidama	stopper | arrêter	megáll	stoppen	zatrzymywać	останавливаться, прекращать	stoppa, stanna
2536	txìm	t'ɪm	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txìm	NULL	Po, Hintern, Arsch, Hinterteil	butt, rear end, ass	tagumik, tagumine ots	l'arrière | l'extrémité | fesses	fenék	kont, achterste	dupa, tyłek	зад, задняя часть	rumpa
2540	txìng	t'·ɪŋ	tx<0><1><2>ìng	vtr.	Frommer (21.10.2011) http://forum.learnnavi.org/language-updates/txing-and-hum/	1	txìng	tx..ìng	verlassen, zurücklassen, aussetzen, aufgeben	leave, abandon	jätma, hülgama	quitter | abandonner | laisser	elhagy	achterlaten	opuszczać, porzucać	покидать, оставлять, бросать	lämna, överge
2544	txll'u	ˈt'ḷ.ʔu	NULL	n.	http://forum.learnnavi.org/language-updates/misc-answers/msg155093/#msg155093 (23 Mar 2010) http://forum.learnnavi.org/language-updates/ewll/ (14 Jul 2010)	1	txll-'u	NULL	Hookagourd, Hakenkürbispflanze, flaska ascendens	hookagourd	Torukõrvits (hookagourd)	[Flaska ascendens]	hukatök (pandorai növényfaj)	hooka kalebas	flaska ascendens, tykwa nargilowata	хукагурд	kalebassväxt, hookagourd
2548	txo	t'o	NULL	conj.	http://forum.learnnavi.org/language-updates/prrwll-moss-the-comparative-to-construct/ (24 Feb 2010)	1	txo	NULL	wenn, falls	if	kui, juhul kui, kas	si (dans le sens de la supposition)	ha	als, wanneer	jeżeli, jeśli	если	om
2552	txoa	ˈt'o.a	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txo-a	NULL	Vergebung, Verzeihung	forgiveness	andestus	pardon	megbocsájtás	vergiffenis	wybaczenie, przebaczenie	прощение	förlåtelse
2556	txokefyaw	ˈt'o.kɛ.fjaw	NULL	conj.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txo-ke-fyaw	NULL	sonst, wenn nicht, ansonsten	if not, or else, otherwise	teisiti, teistviisi	sinon | autrement	ha nem (különben)...	als niet, anders	jeśli nie, inaczej, w przeciwnym razie	если не, иначе, а не то, в противном случае	annars, om inte
2560	txon	t'on	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txon	NULL	Nacht	night	öö	nuit	este, éjszaka	nacht	noc	ночь	natt
2564	txopu	ˈt'o.pu	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txo-pu	NULL	Angst, Furcht	fear	hirm	peur	félelem	angst	strach	страх	rädsla
2568	txula	ˈt'·u.l·a	tx<0><1>ul<2>a	vtr.	Taronyu's Dictionary 9.665 < Frommer	1	txu-la	tx.ul.a	bauen, erbauen, errichten, konstruieren	build, construct	ehitama, rajama	construire | fabriquer	épít	bouwen	budować	строить, сооружать	bygga, konstruera
2572	txum	t'um	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txum	NULL	Gift	poison	mürk	poison	méreg	vergif	trucizna	яд, отрава	gift
2576	txumpaywll	ˈt'um.paj.wḷ	NULL	n.	http://forum.learnnavi.org/language-updates/ewll/ (14 Jul 2010)	1	txum-pay-wll	NULL	Skorpiondistel, giftige Wasserpflanze, scorpioflora maxima	scorpion thistle, poison water plant	Mürknõel (scorpion thistle)	[Scorpioflora maxima]	skorpió bogáncs, mérgező vizinövény (pandorai növényfaj)	schorpioendistel, giftige water plant	scorpiflora maxima, oset skorpionowy	«скорпионий чертополох», ядовитое водяное растение	giftig vattenväxt
2580	txumtsä'wll	t'um.ˈt͡sæʔ.wḷ	NULL	n.	http://forum.learnnavi.org/language-updates/ewll/ (14 Jul 2010)	2	txum-tsä'-wll	NULL	giftspritzende Pflanze, flaska reclinata	Baja tickler, poisonsquirting plant	Mürgisarv (Baja tickler)	[Flaska reclinata]	feldőlt palack, méreglövellő növény (pandorai növényfaj)	Baja kietelaar, vergifspuwende plant	flaska reclinata, niecierpek gniewny	«склоняющаяся фляжка», брызгающее ядом растение	giftsprutande växt
2584	txur	t'uɾ	NULL	adj.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	txur	NULL	stark, kräftig (physisch)	strong (physically)	tugev (füüsiliselt)	fort	erős (fizikailag/testileg)	sterk (fysiek)	silny (fizycznie)	сильный, крепкий, здоровый	stark (fysiskt)
2592	ulte	ˈul.tɛ	NULL	conj.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	ul-te	NULL	und (verbindet Sätze)	and (clausal conjunction)	ja (erinevate lauseosade vahel)	et (pour connecter deux phrases)	és (két mondatot köt össze)	en (verbindt zinsdelen)	i, a (łaczenie zdań)	и (в сложносочинительных предложениях)	och (klausulkonjunktion)
2596	ultxa	ul.ˈt'a	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	2	ul-txa	NULL	Treffen, Versammlung, Zusammenkunft, Begegnung	meeting	koosolek, kokkutulek	rencontre	találkozó	ontmoeting, vergadering	spotkanie	встреча, собрание	möte
2600	unil	ˈu.nil	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	u-nil	NULL	Traum	dream	uni	rêve	álom	droom	sen	сон, сновидение	dröm
2608	uniltìrantokx	u.nil.tɪ.ˈɾan.tok'	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	4	u-nil-tì-ran-tokx	NULL	Avatar, TraumwandlerKörper	avatar, dreamwalker body	Avatar, uneskäiv keha	avatar	avatártest (álomjáró test)	Avatar, droomwandellichaam	avatar, ciało chodzącego we śnie	аватар (только тело)	avatar, drömvandrarkropp
2612	uniltìranyu	u.nil.tɪ.ˈɾan.ju	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	4	u-nil-tì-ran-yu	NULL	Traumwandler	dreamwalker	uneskäija	marcheur de rêves	álomjáró	droomwandelaar, Avatarbestuurder	chodzący we śnie	аватар (под контролем оператора), сноходец	drömvandrare
2628	utral	ˈut.ɾal	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	ut-ral	NULL	Baum	tree	puu	arbre	fa	boom	drzewo	дерево	träd
2644	uvan	u.ˈvan	NULL	n.	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary	2	u-van	NULL	Spiel	game	mäng	jeu	játék	spel	gra	игра	spel, lek, uvan letokx sport
2648	uvan si	u.ˈvan ˈs·i	uvan s<0><1><2>i	vin.	http://wiki.learnnavi.org/index.php?title=Canon#Midsummer_Night.27s_Dream_Vocabulary s.a. http://forum.learnnavi.org/language-updates/minor-confirmation-uvan-si/	2	u-van si	uvan s..i	spielen (ein Spiel)	play (a game)	mängima (mängu)	jouer	játszik	spelen	grać (w grę)	играть	spela (ett spel)
2656	vay	vaj	NULL	adp.	http://forum.learnnavi.org/language-updates/karyuru-frakrr-irayo-si-ko!/ (06 Apr 2010)	1	vay	NULL	bis, bis zu, bis hin	up to	kuni	jusqu'à	fel	omhoog naar	aż do, do	вплоть до	upp till
2660	virä	v·i.ˈɾ·æ	v<0><1>ir<2>ä	v.	http://en.wiktionary.org/wiki/Appendix:Na'vi	2	vi-rä	v.ir.ä	ausbreiten, vermehren, wuchern	spread, proliferate	levima, vohama	diffuser | proliférer | extendre	terjed, szaporodik, sokasodik	verspreiden	rozprzestrzeniać się, mnożyć	распространятся	sprida, föröka
2684	vrrtep	ˈvṛ.tɛp̚	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	vrr-tep	NULL	Dämon, unheiliger Geist	demon	deemon	démon	démon	demoon	demon	демон	demon
2688	vul	vul	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	vul	NULL	Ast, Zweig (eines Baumes)	branch (of a tree)	(puu)haru	branche (pour un arbre)	faág	tak (van een boom)	gałąź (drzewa)	ветка, ветвь	gren (av ett träd)
2692	way	waj	NULL	n.	Frommer (für Gedicht:) http://naviteri.org/2011/12/ulte-yora%E2%80%99tu-leiu-and-the-winner-is/	1	way	NULL	Lied, Gesang (alt, zeremoniell)	song (ancient, ceremonial)	laul (vana, tseremoniaalne)	chant ([ancien, cérémonial])	dal (ősi, szertartásos)	lied (oud, ceremonieel)	pieśń (starożytna, ceremonialna)	песня (древняя или церемониальная)	sång (uråldrig, ceremoniell)
2696	waytelem	ˈwaj.tɛ.lɛm	NULL	n.	http://www.pandorapedia.com/navi/appearance_behavior/language_history	1	way-te-lem	NULL	Liedkette, Liedband, Band mit bunten Perlen und Steinen als Erinnerung für die Gesangsgeschichte	song cord	akord	accord (musicalement parlant)	dallam	akkoord (muziek)	NULL	музыкальный аккорд	NULL
2700	win	win	NULL	adj.	Taronyu's Dictionary 9.65 < Frommer	1	win	NULL	schnell, rasch	fast	kiire	rapide	gyors	snel	szybki	быстрый	snabb
2704	wìntxu	w·ɪn.ˈt'·u	w<0><1>ìntx<2>u	vtr.	Frommer (24 Mar 2010) http://forum.learnnavi.org/language-updates/about-subordination/msg156378/#msg156378	2	wìn-txu	w.ìntx.u	zeigen, anzeigen	show	näitama	montrer	mutat	laten zien	pokazywać	показывать (чтолибо)	visa
2708	'ewll	ˈʔɛ.wḷ	NULL	n.	Taronyu's Dictionary 9.576 < Frommer	1	'e-wll	NULL	Pflanze	plant	taim	plante	növény	plant	roślina	растение	planta, växt
2716	wrrpa	ˈwṛ.pa	NULL	adv., n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	wrr-pa	NULL	außen, außen liegend, Außenseite	outside	õu, väljas, õues	extérieur	valamin kívüli	buiten	zewnętrze, na zewnątrz	внешний, наружный	utomhus, ute
2720	wutso	ˈwu.t͡so	NULL	n.	Taronyu's Dictionary 9.665 < Frommer	1	wu-tso	NULL	Abendessen, Mahlzeit	dinner, served meal	õhtusöök, serveeritud söök	dîner | repas	vacsora	maaltijd	kolacja, obiad, serwowany posiłek	прием пищи, еда	middag, serverad måltid
2724	ya	ja	NULL	n.	Taroyus Wörterbuch	1	ya	NULL	Luft	air	õhk	air (de l'air)	levegő	lucht	powietrze	воздух	luft
2732	yawne	ˈjaw.nɛ	NULL	adj.	Taronyu's Dictionary 9.665 < Frommer	1	yaw-ne	NULL	geliebt, lieb	beloved	armastatud	bien-aimé(e) | ([parfois] cher(s)/chère(s))	szeretett	geliefd	ukochany	любимый, возлюбленный	älskad
2736	ye'rìn	ˈjɛʔ.ɾɪn	NULL	adv.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	ye'-rìn	NULL	bald, demnächst	soon	kohe, varsti	bientôt	hamarosan	binnenkort	wkrótce	скоро, вскоре	snart
2744	yerik	ˈjɛ.ɾik̚	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	ye-rik	NULL	Hexapede, Hirsch ähnliches Tier Pandoras, Sexcruscervus caeruleus	hexapede	Sinihirv (hexapede)	hexapède	Hexapéd (Pandórai szervasszerű lény) (pandorai állatfaj)	hexapoot	sześcionóg	йерик (шестиногий олень), шестиног	hexapede
2748	yey	jɛj	NULL	adj.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	yey	NULL	gerade, geradewegs, direkt	straight	sirge	droit | rectiligne	egyenes	recht	prosty	прямой	rak
2752	yìm	j·ɪm	y<0><1><2>ìm	vtr.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	yìm	y..ìm	binden, fesseln, verbinden	bind	siduma	lier | attacher	(meg)köt	binden	wiązać	вязать, связывать, завязывать	binda, knyta fast
2756	yol	jol	NULL	adj.	http://forum.learnnavi.org/language-updates/words-some-new-some-made-clear/msg145127/#msg145127 (16 Mar 2010)	1	yol	NULL	kurz (kurze Zeit)	short (of time)	lühike (aeg)	court (temps) | bref	hosszú (idő)	lang (tijd)	krótki (o czaise)	долгий, длительный, продолжительный по времени	kort (om tid)
2760	yom	j·om	y<0><1><2>om	vtr.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	yom	y..om	essen, speisen, fressen	eat	sööma	manger	eszik	eten	jeść	есть, поглощать, поедать	äta
2764	yomhì'ang	jom.ˈhɪʔ.aŋ	NULL	n.	http://forum.learnnavi.org/language-updates/ewll/ (14 Jul 2010)	2	yom-hì'-ang	NULL	kleiner Tier/Insektenfresser, Dakteron, pseudopenthes coralis	small animal/insect eater, dakteron	Suur kanntaim (dakteron)	dakteron | 'insectivore' | [Pseudopenthes coralis]	kisállat/rovarevő, dakteron (pandorai növényfaj)	klein dier/insecteneter, dakteron	pseudopenthes coralis, dakteron	дактерон (небольшой насекомоядный зверек)	insektsätare
2768	yomioang	jom.i.ˈo.aŋ	NULL	n.	http://forum.learnnavi.org/language-updates/ewll/ (14 Jul 2010)	3	yom-i-o-ang	NULL	Kelchpflanze	chalice plant	Surmakarikas (chalice plant)	chalice plant  | [Pseudocenia rosea]	kehelynövény (pandorai növényfaj)	kelkplant, vleesetende plant	pseudocenia rosea, kielisznik	плотоядное растениесосуд	chalice plant, köttätande växt
2772	yomtìng	ˈjom.t·ɪŋ	yomt<0><1><2>ìng	vin.	NULL	1	yom-tìng	yomt..ìng	füttern, Futter geben (ii)	feed (with dative object) (ii)	toitma (sihittis datiivsena) (e)	alimenter | nourrir	etet	voeren	karmić (z dopełnieniem w formie celownika) (ii)	кормить (с объектом в дативе)	mata (med dativsobjekt) (ii)
2780	yur	j·uɾ	y<0><1><2>ur	vtr.	Frommer http://wiki.learnnavi.org/index.php?title=Canon#Reflexives_and_Naming	1	yur	y..ur	waschen; reinigen, säubern (z.B. Wunde)	wash	pesema	laver	mos	wassen	myć	мыть, стирать	tvätta
2788	za'ärìp	za.ˈʔ·æ.ɾ·ɪp̚	za'<0><1>är<2>ìp	vtr.	Taronyu's Dictionary 9.53 < Frommer	2	za-'ä-rìp	za'.är.ìp	ziehen	pull	tõmbama	tirer ([contraire de] pousser)	húz	trekken	ciągnąć	тянуть	dra, rycka
2792	za'u	ˈz·a.ʔ·u	z<0><1>a'<2>u	vin.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	za-'u	z.a'.u	kommen	come	tulema	venir	jön	komen	przychodzić	идти, приходить	komma
2800	zamunge	za.ˈm·u.ŋ·ɛ	zam<0><1>ung<2>e	vtr.	http://en.wiktionary.org/wiki/Appendix:Na'vi	2	za-mu-nge	zam.ung.e	bringen, herbringen	bring	tooma	apporter	hoz	brengen	przynosić (coś)	приносить	ta med
2804	zawng	z·awŋ	z<0><1><2>awng	vin.	Taronyu's Dictionary 9.53 < Frommer	1	zawng	z..awng	schreien, kreischen	scream	karjuma	hurler	sikolt	gil, schreeuw	krzyczeć	пронзительно кричать, вскрикивать	skrika
2808	zekwä	ˈzɛk.wæ	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	zek-wä	NULL	Finger	finger	sõrm	doigt	ujj	vinger	palec	палец	finger
2812	zene	ˈz·ɛ.n·ɛ	z<0><1>en<2>e	vim.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	ze-ne	z.en.e	müssen	must	pidama (tegema) Näide Oe zene kivä Ma pean minema	devoir (obligation)	kell	moeten	musieć	модальный глалог долженствования	måste
2816	zìsìt	ˈzɪ.sɪt̚	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	zì-sìt	NULL	Jahr	year	aasta	année	év	jaar	rok	год	år
2820	zong	z·oŋ	z<0><1><2>ong	vtr.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	zong	z..ong	retten, verteidigen, sichern	save, defend	päästma, kaitsma	sauver | sauvegarder	(meg)ment, véd	redden, verdedigen	bronić, ratować	сберегать, экономить	skydda, rädda
2824	zongtseng	ˈzoŋ.t͡sɛŋ	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	1	zong-tseng	NULL	Schutzort, Zuflucht, sicherer Ort, Sicherheit	safe place, refuge	varjupaik, pagu	abri | refuge	menedék	veilige plek, schuilplaats	schronienie, azyl, bezpieczne miejsca	безопасное место, убежище	tryggt ställe, fristad
2828	zoplo	zop.ˈlo	NULL	n.	http://en.wiktionary.org/wiki/Appendix:Na'vi	2	zop-lo	NULL	Beleidigung, Vergehen	offence, insult	solvang	offense | insulte	támadás	belediging	obraza, potwarz	оскорбление, обида	förolämpning
2830	zoplo si	zop.ˈlo s·i	zoplo s<0><1><2>i	vin.	http://forum.learnnavi.org/language-updates/little-confirmation-on-teach-and-insult/ (15 Dec 2015)	2	zop-lo si	zoplo s..i	beleidigen, kränken	offend, insult	solvama, haavama	offenser qqn | insulter qqn | blesser qqn	támad, sért	beledigen	NULL	NULL	NULL
2832	zusawkrr	zu.ˈsaw.kṛ	NULL	n.	http://wiki.learnnavi.org/index.php?title=Canon#Numerals	2	zu-saw-krr	NULL	Zukunft, in der Zukunft	future	tulevik	futur | dans le futur	jövő	toekomst	przyszłość	будущее, в будущем	framtid
