id	navi	ipa	infixes	partOfSpeech	localized	source
4900	syay	sjaj	NULL	n.	fate	Frommer (16. April 2010) http://forum.learnnavi.org/language-updates/ayoeru-mipa-ayliu-niul-lu-tewti!/
4904	tìfnu	tɪ.ˈfnu	NULL	n.	quiet, silence	Frommer (16. April 2010) http://forum.learnnavi.org/language-updates/ayoeru-mipa-ayliu-niul-lu-tewti!/msg184001/#msg184001
4908	tìngop	tɪ.ˈŋop̚	NULL	n.	abstract idea of a creation	Frommer (16. April 2010) http://forum.learnnavi.org/language-updates/ayoeru-mipa-ayliu-niul-lu-tewti!/msg184001/#msg184001
4912	tìpe'un	tɪ.ˈpɛ.ʔun	NULL	n.	decision	Frommer (16. April 2010) http://forum.learnnavi.org/language-updates/ayoeru-mipa-ayliu-niul-lu-tewti!/msg184001/#msg184001
4916	kxitx	k'it'	NULL	n.	death	http://forum.learnnavi.org/language-updates/life-death-and-gerunds/ (17 May 2010)
4920	trr'awve	tṛ.ˈʔaw.vɛ	NULL	n.	Sunday	Frommer (19. April 2010) http://forum.learnnavi.org/language-updates/days-of-the-week/
4924	trrmuve	tṛ.ˈmu.vɛ	NULL	n.	Monday	Frommer (19. April 2010) http://forum.learnnavi.org/language-updates/days-of-the-week/
4928	trrpxeyve	tṛ.ˈp'ɛj.vɛ	NULL	n.	Tuesday	Frommer (19. April 2010) http://forum.learnnavi.org/language-updates/days-of-the-week/
4932	trrtsìve	tṛ.ˈt͡sɪ.vɛ	NULL	n.	Wednesday	Frommer (19. April 2010) http://forum.learnnavi.org/language-updates/days-of-the-week/
4936	trrmrrve	tṛ.ˈmṛ.vɛ	NULL	n.	Thursday	Frommer (19. April 2010) http://forum.learnnavi.org/language-updates/days-of-the-week/
4940	trrpuve	tṛ.ˈpu.vɛ	NULL	n.	Friday	Frommer (19. April 2010) http://forum.learnnavi.org/language-updates/days-of-the-week/
4944	trrkive	tṛ.ˈki.vɛ	NULL	n.	Saturday	Frommer (19. April 2010) http://forum.learnnavi.org/language-updates/days-of-the-week/
4948	'ango	ˈʔa.ŋo	NULL	adj.	soft (of a sound)	http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-i/ (24 Apr 2010)
4952	kxayl	k'ajl	NULL	adj.	high	http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-i/ (24 Apr 2010)
4956	rey'eng	ɾɛj.ˈʔɛŋ	NULL	n.	the Balance of Life	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
4960	tìme'em	tɪ.ˈmɛ.ʔɛm	NULL	n.	harmony (general sense)	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
4964	fnel	fnɛl	NULL	n.	kind, type	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
4972	fnepe	ˈfnɛ.pɛ	NULL	inter.	which kind	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
4976	pefnel	pɛ.ˈfnɛl	NULL	inter.	which kind	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
4980	zerok	ˈz·ɛ.ɾ·ok̚	z<0><1>er<2>ok	vtr.	remember	http://forum.learnnavi.org/language-updates/trr-rrtaya/ (22 April 2010); http://forum.learnnavi.org/website-info/the-dictionary-part-ii/msg611171/#msg611171 (14 Jul 2014)
4984	tswa'	t͡sw·aʔ	tsw<0><1><2>a'	vtr.	forget	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
4988	tì'efu	tɪ.ˈʔɛ.fu	NULL	n.	feeling	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
4996	maweypey	ma.ˈwɛj.p·ɛj	maweyp<0><1><2>ey	vin.	be patient (ii)	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5000	tìmweypey	tɪm.ˈwɛj.pɛj	NULL	n.	patience	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5004	lemweypey	lɛm.ˈwɛj.pɛj	NULL	adj.	patient	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5008	nìmweypey	nɪm.ˈwɛj.pɛj	NULL	adv.	patiently	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5012	tsakrrvay	t͡sa.ˈkṛ.vaj	NULL	adv.	until then, in the meantime	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5016	ohakx	o.ˈhak'	NULL	adj.	hungry	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5020	tìohakx	tɪ.o.ˈhak'	NULL	n.	hunger	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5028	tsyosyu	ˈt͡sjo.sju	NULL	n.	food made from flour	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5032	vey	vɛj	NULL	n.	food made from animal origin, flesh	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5036	trrpeve	tṛ.ˈpɛ.vɛ	NULL	inter.	which day (derived from trr day and pe interrogative marker and ve ordinal number marker)	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5056	pxiswawam	p'i.swaw.ˈam	NULL	adv.	just a moment ago	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5060	pxiset	p'i.ˈsɛt̚	NULL	adv.	right now	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5064	pxiswaway	p'i.swaw.ˈaj	NULL	adv.	in just a second from now	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5068	pxiye'rìn	p'i.ˈjɛʔ.ɾɪn	NULL	adv.	immediately (not as soon as pxiswaway)	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5072	pxisre+	p'i.ˈsɾɛ	NULL	adp.	right before	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5076	pximaw	p'i.ˈmaw	NULL	adp.	right after	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5080	sok	sok̚	NULL	adj.	recent	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5084	'awlie	ʔaw.ˈli.ɛ	NULL	adv.	once (in the past)	Frommer
5088	tìkxey	tɪ.ˈk'ɛj	NULL	n.	incorrectness, mistakeness	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5092	tìkxey si	tɪ.ˈk'ɛj ˈs·i	tìkxey s<0><1><2>i	vin.	mess up, foul, do wrong	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5100	tìyawr	tɪ.ˈjawɾ	NULL	n.	correctness	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5108	tìketeng	tɪ.ˈkɛ.tɛŋ	NULL	n.	difference	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5112	fpomtokx	fpom.ˈtok'	NULL	n.	health (physical)	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5116	lefpomtokx	lɛ.fpom.ˈtok'	NULL	adj.	healthy (physically) 	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5120	kelfpomtokx	kɛl.fpom.ˈtok'	NULL	adj.	unhealthy (physically)	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5124	keftxo	kɛ.ˈft'o	NULL	adj., intj.	unhappy, upset, 'How sad!'	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5128	nìkeftxo	nɪ.kɛ.ˈft'o	NULL	adv.	unfortunately, sadly	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5132	sraw	sɾaw	NULL	adj.	painful	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5136	txampxì	t'am.ˈp'ɪ	NULL	n.	majority, most, large part	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5140	vurvi	ˈvuɾ.vi	NULL	n.	summary, synopsis	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5144	sänumvi	sæ.ˈnum.vi	NULL	n.	lesson	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5152	letam	lɛ.ˈtam	NULL	adj.	sufficient	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5156	letsranten	lɛ.ˈt͡sɾan.tɛn	NULL	adj.	important	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5160	nìswey	nɪ.ˈswɛj	NULL	adv.	optimally, best	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5164	nìpxi	nɪ.ˈp'i	NULL	adv.	especially, pointedly, unambiguously	Frommer (22. April 2010) http://forum.learnnavi.org/language-updates/trr-rrtaya/
5168	wok	wok̚	NULL	adj.	loud	Frommer (25. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-ii/
5172	spuwin	ˈspu.win	NULL	adj.	old, former	Frommer (25. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-ii/
5176	nì'eyng	nɪ.ˈʔɛjŋ	NULL	adv.	back, in response, in answer	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5180	nìkanu	nɪ.ˈka.nu	NULL	adv.	intelligently, in a smart way	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5184	nìlaw	nɪ.ˈlaw	NULL	adv.	clearly	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5188	tìsti	tɪ.ˈsti	NULL	n.	anger	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5192	tìtxanew	tɪ.ˈt'a.nɛw	NULL	n.	greed	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5196	tìftxey	tɪ.ˈft'ɛj	NULL	n.	choice	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5200	tìkanu	tɪ.ˈka.nu	NULL	n.	intelligence	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5204	tìlam	tɪ.ˈlam	NULL	n.	appearance	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5208	tìtslam	tɪ.ˈt͡slam	NULL	n.	understanding, intelligence	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5212	tìtxula	tɪ.ˈt'u.la	NULL	n.	construction, constructed thing	Frommer (28. April 2010) http://forum.learnnavi.org/language-updates/ayliuo-fa-ni-si-ti/
5216	hewne	ˈhɛw.nɛ	NULL	adj.	soft (of an object)	Frommer (26. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/
5220	tìm	tɪm	NULL	adj.	low	http://en.wiktionary.org/wiki/Appendix:Na'vi
5224	laro	ˈla.ɾo	NULL	adj.	clean	Frommer (26. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/
5228	tsewtx	t͡sɛwt'	NULL	adj.	dirty	Frommer (26. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/
5232	lefngap	lɛ.ˈfŋap̚	NULL	adj.	metallic	http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/ (26 April 2010)
5236	txa'	t'aʔ	NULL	adj.	hard	http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/ (26 Apr 2010)
5240	fwel	fwɛl	NULL	adj.	broken	Frommer (26. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/
5244	etrìp	ˈɛt.ɾɪp̚	NULL	adj.	favorable, auspicious	Frommer (26. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/
5248	piak	pi.ˈak̚	NULL	adj.	open, clear (for cloudless skies)	Frommer (26. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/
5252	tstu	t͡stu	NULL	adj.	closed, shut, overcast (for cloudy skies)	Frommer (26. April 2010) http://forum.learnnavi.org/language-updates/new-adjectives-in-poetry-part-iii/
5256	kxll si	ˈk'ḷ ˈs·i	kxll s<0><1><2>i	vin.	charge	Frommer (4. May 2010) http://forum.learnnavi.org/language-updates/charge-%28verb%29/
5268	tsaw	t͡saw	NULL	pn.	that, it (as intransitive subject)	http://forum.learnnavi.org/language-updates/some-glossed-over-words/msg254625/#msg254625 (03 Jul 2010)
5272	tsalsungay	t͡sal.su.ˈŋaj	NULL	adv.	nevertheless, even so	Frommer (21. April 2010) http://forum.learnnavi.org/language-updates/ayliu-niul-ta-karyu-pawl/
5276	oìsss	o.ˈɪsss	NULL	intj.	angry snarl, 'watch it!'	Frommer (21. April 2010) http://forum.learnnavi.org/language-updates/ayliu-niul-ta-karyu-pawl/
5280	saa	ˈsa:	NULL	intj.	threatening cry	Frommer (21. April 2010) http://forum.learnnavi.org/language-updates/ayliu-niul-ta-karyu-pawl/
5284	sau	sa.ˈu	NULL	intj.	exclamation upon exertion, urgh	Frommer (21. April 2010) http://forum.learnnavi.org/language-updates/ayliu-niul-ta-karyu-pawl/
5288	tsahey	t͡sa.ˈhɛj	NULL	intj.	expression of warning or frustration, 'crap!', 'ah, hell!'	Frommer (21. April 2010) http://forum.learnnavi.org/language-updates/ayliu-niul-ta-karyu-pawl/
5292	wiya	ˈwi.ja	NULL	intj.	expression of warning or frustration, 'damn!'	Frommer (21. April 2010) http://forum.learnnavi.org/language-updates/ayliu-niul-ta-karyu-pawl/
5296	ìley	ɪ.ˈlɛj	NULL	intj.	war cry	Frommer (21. April 2010) http://forum.learnnavi.org/language-updates/ayliu-niul-ta-karyu-pawl/
5304	vawm	vawm	NULL	adj.	dark	Frommer (18. May 2010) http://forum.learnnavi.org/language-updates/non-color-words/
5308	tìvawm	tɪ.ˈvawm	NULL	n.	darkness	Frommer (18. May 2010) http://forum.learnnavi.org/language-updates/non-color-words/
5312	polpxay	pol.ˈp'aj	NULL	inter.	how many	Frommer (14. March 2010) http://forum.learnnavi.org/language-updates/more-grammatical-tidbits/
5316	ke'aw	kɛ.ˈʔaw	NULL	adj.	divided, torn apart, striferidden	Plumps => durch Frommer abgesegnet http://forum.learnnavi.org/language-updates/kelutral-akeaw-9411/msg211083/#msg211083
5320	nìsti	nɪ.ˈsti	NULL	adv.	angrily	Plumps => durch Frommer abgesegnet http://forum.learnnavi.org/language-updates/kelutral-akeaw-9411/msg211083/#msg211083
5324	teyr	tɛjɾ	NULL	adj.	white	Frommer (18. May 2010) http://forum.learnnavi.org/language-updates/non-color-words/
5328	layon	la.ˈjon	NULL	adj.	black	Frommer (18. May 2010) http://forum.learnnavi.org/language-updates/non-color-words/
5340	pänu	ˈpæ.nu	NULL	n.	promise	Frommer durch Ftiafpi (23. May 2010) http://forum.learnnavi.org/intermediate/my-dictionary/msg217434/#msg217434
5348	kew	kɛw	NULL	num.	zero	NULL
5352	'eyt	ʔɛjt̚	NULL	n.	the symbol 8 (not the value eight)	http://forum.learnnavi.org/language-updates/txelanit-hivawl/ (18 Jun 2010)
5356	nayn	najn	NULL	n.	the symbol 9 (not the value nine)	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5360	trr'ong	tṛ.ˈʔoŋ	NULL	n.	dawn, sunrise	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5364	trr'ongmaw	tṛ.ˈʔoŋ.maw	NULL	n.	dawn after sunrise	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5368	rewon	ˈɾɛ.won	NULL	n.	morning	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5372	srekamtrr	sɾɛ.ˈkam.tṛ	NULL	n.	the time before noon	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5376	kxamtrr	ˈk'am.tṛ	NULL	n.	midday, noon	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5380	kxamtrrmaw	ˈk'am.tṛ.maw	NULL	n.	the time immediately after noon, early afternoon	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5384	ha'ngir	haʔ.ˈŋiɾ	NULL	n.	afternoon	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5388	kaym	kajm	NULL	n.	evening (before twilight), late afternoon	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5392	sreton'ong	sɾɛ.ton.ˈʔoŋ	NULL	n.	dusk, evening before sunset	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5396	txon'ong	t'on.ˈʔoŋ	NULL	n.	nightfall, sunset, dusk, gloaming	Frommer in Good Morning America Aufnahme (17. Feb 2010) http://forum.learnnavi.org/language-updates/good-morning-america-related-phrases-%28and-audio-recording%29/
5400	txon'ongmaw	t'on.ˈʔoŋ.maw	NULL	n.	twilight, the time before dark, after sunset	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5404	srekamtxon	sɾɛ.ˈkam.t'on	NULL	n.	before midnight	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5408	kxamtxon	ˈk'am.t'on	NULL	n.	midnight	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5412	kxamtxomaw	ˈk'am.t'o.maw	NULL	n.	after midnight	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5416	sresrr'ong	sɾɛ.sṛ.ˈʔoŋ	NULL	n.	before dawn	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5424	wou	ˈw·o.·u	w<0><1>o<2>u	vin.	be amazing, fascinating (slang)	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5428	tsyìräfì	t͡sjɪ.ˈɾæ.fɪ	NULL	n.	giraffe	http://forum.learnnavi.org/language-updates/txelanit-hivawl/ (18 Jun 2010)
5432	tsawa	ˈt͡sa.wa	NULL	sbd.	that	(18 Jun 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5436	tsata	ˈt͡sa.ta	NULL	sbd.	that	(18 Jun 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5440	tsaria	ˈt͡sa.ɾi.a	NULL	sbd.	that	(18 Jun 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5444	alo	ˈa.lo	NULL	n.	time, turn, instance, one of a number of repeated or recurring actions	http://forum.learnnavi.org/language-updates/txelanit-hivawl/ (18 Jun 2010) http://wiki.learnnavi.org/Canon/2010/UltxaAyharyu%C3%A4#Alo (01 Oct 2010)
5448	fralo	ˈfɾa.lo	NULL	adv.	every time, every instance, each time	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5452	nìmwey	nɪm.ˈwɛj	NULL	adv.	calmly, peacefully	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5456	ku'up	ˈku.ʔup̚	NULL	adj.	heavy (physical weight)	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5460	syo	sjo	NULL	adj.	light (physical weight), lightweight	Frommer (18. June 2010) http://forum.learnnavi.org/language-updates/txelanit-hivawl/
5464	hay	haj	NULL	adj.	next	http://forum.learnnavi.org/language-updates/txelanit-hivawl/ (18 Jun 2010)
5468	ham	ham	NULL	adj.	previous	http://forum.learnnavi.org/language-updates/txelanit-hivawl/ (18 Jun 2010)
5472	matsa	ˈma.t͡sa	NULL	n.	matsa, crackers	Frommer (22. March 2010) http://whyisthisnight.com/addl-more.html#na%27vi
5476	hametsì	ha.ˈmɛ.t͡sɪ	NULL	n.	leavened bread	Frommer (22. March 2010) http://whyisthisnight.com/addl-more.html#na%27vi
5528	tìkangkemvi	tɪ.ˈkaŋ.kɛm.vi	NULL	n.	project, piece of work	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5532	nì'i'a	nɪ.ˈʔiʔ.a	NULL	adv.	finally, at long last	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5536	nìsyen	nɪ.ˈsjɛn	NULL	adv.	lastly	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5540	pìlok	pɪ.ˈlok̚	NULL	n.	blog	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5544	tsulfätu	t͡sul.ˈfæ.tu	NULL	n.	master of an art, craft, or skill, expert	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5548	tsulfä	t͡sul.ˈfæ	NULL	n.	mastery	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5552	tsulfä si	t͡sul.ˈfæ ˈs·i	tsulfä s<0><1><2>i	vin.	master	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5556	numtsengvi	ˈnum.t͡sɛŋ.vi	NULL	n.	classroom, division of a school	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5560	rofa	ˈɾo.fa	NULL	adp.	beside, alongside	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5564	pum	pum	NULL	pn.	one (placeholder pronoun referring to a previously mentioned noun or pronoun)	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/
5572	Yuesey	ju.ɛ.ˈsɛj	NULL	prop.n.	U.S.A.	NULL
5576	teya si	tɛ.ˈja ˈs·i	teya s<0><1><2>i	vin.	fill (with dative of thing filled)	NULL
5580	alunta	a.ˈlun.ta	NULL	conj.	because, from the reason	http://wiki.learnnavi.org/index.php/Canon#Extracts_from_various_emails (01 Feb 2010)
5588	nìprrte'	nɪ.ˈpṛ.tɛʔ	NULL	adv.	pleasurably, gladly, with pleasure	Frommer (11. July 2010) http://naviteri.org/2010/07/diminutives-conversational-expressions/
5592	sngä'iyu	ˈsŋæ.ʔi.ju	NULL	n.	beginner	Frommers Blog (24. June 2010) http://naviteri.org/2010/06/first-post/
5596	srekrr	sɾɛ.ˈkṛ	NULL	adv.	before, already, ahead of time	Frommer (11. March 2010) http://forum.learnnavi.org/language-updates/all-adpositions/
5600	ayu	a.ˈju	NULL	n.	things	NULL
5604	tsafya	t͡sa.ˈfja	NULL	adv.	that way, like that	Taronyu's Dictionary 9.58 < Frommer
5608	muve	ˈmu.vɛ	NULL	adj.	second (ordinal)	Frommer (12. March 2010) http://forum.learnnavi.org/language-updates/minor-updates-anticipated-confirmations/msg138940/#msg138940
5612	pxeyve	ˈp'ɛj.vɛ	NULL	adj.	third (ordinal)	Frommer (12. March 2010) http://forum.learnnavi.org/language-updates/minor-updates-anticipated-confirmations/msg138940/#msg138940
5616	tsìve	ˈt͡sɪ.vɛ	NULL	adj.	fourth (ordinal)	Frommer (12. March 2010) http://forum.learnnavi.org/language-updates/minor-updates-anticipated-confirmations/msg138940/#msg138940
5620	mrrve	ˈmṛ.vɛ	NULL	adj.	fifth (ordinal)	Frommer (12. March 2010) http://forum.learnnavi.org/language-updates/minor-updates-anticipated-confirmations/msg138940/#msg138940
